EXT_CMPD_NUMBER,SMILES,Percentage_inhibition_3D7,Percentage_inhibition_DD2,Percentage_inhibition_3D7_PFLDH,XC50_MOD_3D7,XC50_3D7 (microM),Percentage_inhibition_HEPG2
TCMDC-131424,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](O)c1cc(OCCCN(C)C)nc2ccc(OC)cc12,99,8,-2,,0.132275635,-7
TCMDC-131425,Cl.CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(O)cc12,99,2,-3,,0.642891321,11
TCMDC-131426,Cl.CCCN1CC[C@@H](CCCc2ccnc3ccc(O)cc23)[C@@H](CC)C1,93,14,-2,,0.888905913,10
TCMDC-131427,CC[C@H]1CN2CC[C@H]1C[C@H]2C(O)c1cc(OC)nc2ccccc12,100,98,-1,,0.140674504,-2
TCMDC-123906,Cl.OC(COc1ccccc1CC=C)CN(C1CCCCC1)C1CCCCC1,93,84,1,,0.813688292,50
TCMDC-131428,CCCc1cc([C@@H](O)[C@@H]2C[C@@H]3CCN2C[C@@H]3CC)c2ccccc2n1,100,57,2,,0.433023466,9
TCMDC-131429,OC(=O)\C=C\C(O)=O.COC(=O)c1ccc(CC(C)NCC(O)c2ccc3ccc4ccccc4c3c2)cc1,100,97,-2,,0.223378113,21
TCMDC-131430,CCOC(=O)c1nc([nH]c1NC(=S)NC1CCCCC1)-c1ccccc1,96,1,1,,0.836192661,6
TCMDC-131431,COC(=O)c1ccc(CC(C)NCC(O)c2ccc(Cl)c(Cl)c2)cc1,87,33,0,,1.000802519,-1
TCMDC-131432,COC(=O)c1ccc(CC(C)NCC(O)c2cccc3ccccc23)cc1,96,82,4,,0.935148011,3
TCMDC-123485,Br.CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,100,62,-4,,0.153907405,-8
TCMDC-131433,COC(=O)\C=C\c1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1,99,73,5,,0.75107882,2
TCMDC-131434,CC(Cc1ccc(C)cc1)NCC(O)c1cccc(Cl)c1,93,64,-1,,0.927484468,-4
TCMDC-131435,COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,97,87,-4,,0.973993869,-8
TCMDC-131436,CC(CCc1ccc(C)cc1)NCC(O)c1cccc(Cl)c1,97,97,-4,,0.80434804,2
TCMDC-131437,COC(=O)c1ccc(CC(C)NCC(O)c2cccc(Br)c2)cc1,99,88,-2,,0.693809651,-6
TCMDC-131438,COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,94,73,-1,,1.153325811,-9
TCMDC-131439,COC(=O)\C=C\c1ccc(CCC(C)NCC(O)c2cccc(Cl)c2)cc1,94,77,4,,0.935241361,5
TCMDC-131440,Cl.COC(=O)c1ccc(CCC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,99,99,-7,,0.410771145,16
TCMDC-131441,Cl.COC(=O)c1ccc(CCC(C)NCC(O)c2cccc(Cl)c2)cc1,100,94,1,,0.669789585,-4
TCMDC-131442,OC(=O)C(O)=O.CCCCCCCCCN1CC[C@@H](CCCc2ccnc3ccc(O)cc23)[C@@H](CC)C1,83,59,-3,,0.290275189,58
TCMDC-131443,COC(=O)\C=C\c1ccc(CC(C)NCC(O)c2cccc(Br)c2)cc1,97,93,5,,0.724816996,2
TCMDC-131444,CC(Cc1ccc(C)cc1)NCC(O)c1cccc(Br)c1,99,97,3,,0.801768885,7
TCMDC-131445,OC(=O)\C=C\C(O)=O.Cc1ccc(CC(C)(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,97,92,2,,0.835868176,19
TCMDC-131446,CC(CCc1ccc(C)cc1)NCC(O)c1cccc(c1)C(F)(F)F,99,98,4,,0.561233318,-17
TCMDC-131447,Cl.Cc1ccc(CCNCC(O)c2cccc(c2)C(F)(F)F)cc1,94,83,0,,0.867498007,-3
TCMDC-131448,COC(=O)\C=C\c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,97,96,0,,0.774757897,16
TCMDC-131449,OC(=O)\C=C\C(O)=O.C[C@H](Cc1ccc(C)cc1)NC[C@H](O)c1cccc(c1)C(F)(F)F,101,79,-4,,0.87590722,10
TCMDC-131450,OC(=O)\C=C\C(O)=O.CC(Cc1ccc(C)cc1)NCC(O)c1cccc(c1)C(F)(F)F,100,54,-1,,0.981,5
TCMDC-131451,CC(Cc1ccc(C)cc1)NCC(O)c1cccc(c1)C#N,94,86,-2,,0.943556101,2
TCMDC-125515,CCOC(=O)C(C(C(C(C)=O)C(=O)OCC)c1ccccc1)C(C)=O,95,14,2,,0.747813404,6
TCMDC-123888,O.Cl.CCN(CC)CCCC(C)Nc1ccnc2ccc(OC)cc12,102,-3,-2,,0.821596643,7
TCMDC-125514,CSCCC(N1C(=O)c2ccccc2C1=O)C(O)=O,91,-3,-1,,1.034285038,-4
TCMDC-131452,CC(C)(C)C(=O)Oc1ccc(CC2NCCc3cc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)cc23)cc1OC(=O)C(C)(C)C,97,96,5,,0.419138945,3
TCMDC-131453,Cl.CCC(C)C(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(COC(=O)c1cc(OC)c(OC)c(OC)c1)C(C)CC,84,45,3,,0.947154692,20
TCMDC-131454,CCOC(=O)c1c(C)noc1Nc1cccc(C)c1C,98,-2,2,,0.415502597,8
TCMDC-131455,Cl.CCC(COCc1ccc(Cl)cc1)N(C)CCN(C)C(CC)COCc1ccc(Cl)cc1,95,78,-5,,1.055111926,89
TCMDC-131456,Cl.CCC(CSC1CCCCC1)N(C)CCN(C)C(CC)CSC1CCCCC1,98,98,-4,,0.313505753,84
TCMDC-131457,Cl.CC1CC(C)CN(CCCC(=O)NCCc2c(C)n(C)c3ccccc23)C1,87,100,-9,,1.273741151,8
TCMDC-131458,Cl.COC(=O)c1ccc(C[C@@H](C)NC[C@H](O)c2cccc(c2)C(F)(F)F)cc1,97,93,-6,,0.789667944,1
TCMDC-131459,CC(Cc1ccc(C)cc1)NCC(O)c1cccc(c1)N(=O)=O,97,85,-2,,0.760703706,-6
TCMDC-131460,Cl.CC(Cc1c(C)cc(C)cc1C)NCC(O)c1cccc(c1)C(F)(F)F,100,99,5,,0.567605761,0
TCMDC-131461,Cl.CC(Cc1ccc(cc1)C(C)(C)C)NCC(O)c1ccccc1,94,89,3,,1.805365088,5
TCMDC-131462,COC(=O)c1ccc(CCCNCC(O)c2cccc(c2)C(F)(F)F)cc1,97,88,4,,0.802934186,0
TCMDC-131463,O.CCc1ccc(CC(C)NCC(O)c2ccccc2)cc1,89,77,-3,,0.886704082,-7
TCMDC-131464,OC(=O)\C=C\C(O)=O.COC(=O)c1ccc(OCC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,94,81,-2,,0.838217643,6
TCMDC-131465,Cl.CC(Cc1ccc(C)cc1C)NCC(O)c1cccc(c1)C(F)(F)F,99,99,-1,,0.703262478,3
TCMDC-131466,CC(Cc1ccc(cc1)N(=O)=O)NCC(O)c1cccc(c1)C(F)(F)F,98,92,-2,,0.898324767,-2
TCMDC-131467,CC(Cc1ccc(OCC#C)cc1)NCC(O)c1cccc(c1)C(F)(F)F,90,74,1,,1.190590056,5
TCMDC-131468,COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)c(Cl)c1,99,98,1,,0.853522019,-10
TCMDC-131469,COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)c(OC)c1,100,98,7,,0.803807463,5
TCMDC-131470,COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1C,93,74,2,,0.973905893,6
TCMDC-131471,COc1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,98,94,3,,1.580862539,-7
TCMDC-131472,CC(CCc1ccc(OCc2ccccc2)cc1)NCC(O)c1ccccc1,86,72,-1,,1.099356741,9
TCMDC-131473,CC(Cc1ccc(OCc2ccccc2)cc1)NCC(O)c1cccc(Cl)c1,99,99,5,,0.547482907,50
TCMDC-131474,CC(Cc1ccc(OCc2ccccc2)c(Cl)c1)NCC(O)c1cccc(c1)C(F)(F)F,97,95,-4,,0.940400925,-2
TCMDC-131475,Cl.COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,97,87,-2,,0.764772679,-5
TCMDC-131476,Cl.CC(Cc1ccc(C)cc1)NCC(O)c1cccc(c1)C(F)(F)F,99,97,1,,0.708994577,6
TCMDC-131477,Cl.CC(Cc1ccc(C)cc1)NC[C@H](O)c1cccc(Cl)c1,96,47,-3,,0.859902935,15
TCMDC-131478,OC(=O)C(O)=O.CC[C@H]1CN(CCCC(=O)c2ccccc2)CC[C@H]1CCCc1ccnc2ccc(OC(=O)c3ccccc3)cc12,83,68,1,,0.83183543,28
TCMDC-131479,COc1cc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)ccc1OCc1ccccc1,93,71,2,,0.817655693,2
TCMDC-131480,CC(Cc1ccc(OCC#C)cc1)NCC(O)c1cccc(c1)C(F)(F)F,93,84,-2,,1.026717158,28
TCMDC-131481,OC(=O)C(O)=O.CCCCN1CC[C@@H](CCC(O)c2ccnc3ccc(OCCC(C)C)cc23)[C@@H](CC)C1,94,90,2,,0.988582725,22
TCMDC-131482,Br.COC(=O)C(C)(C)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,99,98,-7,,0.837087713,6
TCMDC-131483,Cl.COC(=O)c1ccc(CC(C)NCC(O)c2cccc(Cl)c2Cl)cc1,98,98,-6,,0.548043718,-1
TCMDC-131484,COC(=O)c1ccc(CC(C)NCC(O)c2cccc(I)c2)cc1,87,54,-2,,1.32391967,15
TCMDC-131485,Cl.CC(C)Sc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1,99,97,-3,,0.826987657,5
TCMDC-131486,Cl.COC(=O)c1ccc(CC(C)NCC(O)c2cccc(OCc3ccccc3)c2)cc1,86,37,1,,1.162318972,11
TCMDC-131487,Br.COC(=O)c1ccc(CC(C)NCC(O)c2cccc(OC(F)(F)F)c2)cc1,98,67,-2,,0.862937704,2
TCMDC-131488,COc1ccc(CC(C)NCC(O)c2cccc(Cl)c2F)cc1,88,59,-6,,1.078055064,3
TCMDC-131489,Cl.COC(=O)c1ccc(CC(C)NCC(O)c2cccc(Oc3cccc(c3)C(F)(F)F)c2)cc1,91,73,2,,1.170046151,19
TCMDC-131490,Br.COc1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1F,91,65,-8,,0.827266215,-4
TCMDC-131491,Br.CCOC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,100,98,-9,,0.215818063,5
TCMDC-131492,Br.CC(Cc1ccc(SC(C)(C)C)cc1)NCC(O)c1cccc(Cl)c1,99,99,-7,,0.316965454,14
TCMDC-131493,Br.CCCCCCCSc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1,100,99,-3,,0.178261702,94
TCMDC-131494,Br.COC(=O)c1ccc(CC(C)NCC(O)c2cccc(SC(F)(F)F)c2)cc1,96,72,-2,,0.886715631,7
TCMDC-131495,Cl.CNCCCCCCc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1,94,76,4,,0.853709603,22
TCMDC-131496,COc1ccc(CC(C)NCC(O)c2cccc(Br)c2)cc1,99,93,-1,,0.96076576,10
TCMDC-131497,COc1ccccc1CC(C)NCC(O)c1cccc(Cl)c1,97,98,-6,,0.811099359,13
TCMDC-131498,O.Oc1cccc(c1)C1CCCN(CCc2c[nH]c3ccccc23)C1,93,40,2,,0.856862359,0
TCMDC-131499,OC(=O)C(O)=O.CCCCN1CC[C@@H](CCC(O)c2cc(OCCC)nc3ccc(OC)cc23)[C@@H](CC)C1,100,99,-4,,0.356353282,23
TCMDC-131500,CCCCCOc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1,101,99,2,,0.653462661,0
TCMDC-131501,CC(Cc1ccc(Sc2ccccc2)cc1)NCC(O)c1cccc(c1)C(F)(F)F,99,53,2,,0.588637636,-1
TCMDC-131502,COc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1F,89,75,-2,,0.992455109,6
TCMDC-131503,Cl.COC(=O)\C=C\c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,97,93,-6,,0.731442667,41
TCMDC-131504,COc1ccc(CCC(C)(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,99,98,3,,0.47988933,26
TCMDC-131505,COc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1C,89,78,-6,,0.902288711,11
TCMDC-131506,CC(Cc1ccc(Oc2ccccc2)cc1)NCC(O)c1cccc(c1)C(F)(F)F,98,99,4,,0.674465817,16
TCMDC-131507,Cl.CSc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1,97,96,2,,0.939940091,8
TCMDC-131508,Cl.COc1cccc(CC(C)NCC(O)c2cccc(Cl)c2)c1,85,76,-1,,1.268996903,7
TCMDC-131509,OC(CNC12CC3CC(CC(C3)C1)C2)c1cccc(c1)C(F)(F)F,97,98,-3,,0.300972339,16
TCMDC-131510,CC(Cc1ccc(OCCOc2ccccc2)cc1)NCC(O)c1cccc(c1)C(F)(F)F,91,76,-6,,0.967614142,16
TCMDC-131511,CC(Cc1ccc(Oc2ccc(Cl)cc2)cc1)NCC(O)c1cccc(Cl)c1,99,98,-2,,0.739103029,3
TCMDC-131512,Cl.CC(Cc1ccc(OC2CCCCC2)cc1)NCC(O)c1cccc(Cl)c1,99,99,-4,,0.137559799,66
TCMDC-131513,Cl.COCCSc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1,97,73,-1,,0.758143157,2
TCMDC-131514,COc1ccc(CC(C)NCC(O)c2ccc(Cl)c(Cl)c2)cc1,98,96,6,,0.716716376,0
TCMDC-131515,CC(Cc1ccc(SCCSc2ccccc2)cc1)NCC(O)c1cccc(Cl)c1,98,96,-7,,0.367396373,4
TCMDC-131516,Br.COc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1F,88,76,-2,,0.866530425,2
TCMDC-131517,Cl.COC(=O)c1ccc(CC(C)NCC(O)c2ccc(F)c(Cl)c2)cc1,98,78,-7,,0.863274059,-4
TCMDC-131518,Cl.COc1c(F)cc(CC(C)NCC(O)c2cccc(Cl)c2)cc1F,93,86,0,,1.157875295,0
TCMDC-131519,Cl.COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1F,82,47,7,,1.056771489,1
TCMDC-131520,Cl.CC(Cc1ccc(C)c(F)c1)NCC(O)c1cccc(c1)C(F)(F)F,97,91,3,,0.91617719,15
TCMDC-131521,CCOC(=O)c1c(C)noc1Nc1ccc(OC)cc1,99,-6,-6,,0.672180917,-1
TCMDC-131522,Cl.CC(Cc1ccc(C)c(F)c1)NCC(O)c1cccc(Cl)c1,95,88,-2,,0.741550104,1
TCMDC-131523,Cl.CNCCCCCCOc1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,101,79,3,,0.883940154,99
TCMDC-131524,CC(Cc1ccc(cc1)-c1nc2ccccc2[nH]1)NCC(O)c1cccc(c1)C(F)(F)F,97,90,4,,0.351531256,33
TCMDC-131525,Br.CC(C)SCc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1,98,98,-8,,0.603206658,11
TCMDC-131526,Cl.CC(C)N(C(C)C)S(=O)(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,96,93,4,,0.685144927,21
TCMDC-131527,Cl.CC(COc1ccc2C(CC(C)(C)Oc2c1)c1ccccc1)NCC(O)c1cccc(Cl)c1,98,96,3,,0.751764318,1
TCMDC-131528,Cl.CC(Cc1ccc(OCCN2CCN(CC2)c2cccc(c2)C(F)(F)F)cc1)NCC(O)c1cccc(c1)C(F)(F)F,97,91,0,,0.180857225,11
TCMDC-131529,Cl.CC(Cc1ccc(OCCN2CCN(CC2)c2cccc(Cl)c2)cc1)NCC(O)c1cccc(c1)C(F)(F)F,99,98,-1,,0.601710356,100
TCMDC-131530,Cl.CC(Cc1ccc(OCCN2CCN(CC2)c2ccc(Cl)cc2)cc1)NCC(O)c1cccc(c1)C(F)(F)F,99,96,1,,0.807390955,97
TCMDC-131531,Cl.CC(Cc1ccc(OCCN2CCN(CC2)c2ccccc2)cc1)NCC(O)c1cccc(Cl)c1F,92,56,6,,0.872690353,40
TCMDC-131532,Cl.CC(Cc1ccc(OCc2ccccc2)cc1)Nc1nc(O)c2ccccc2n1,98,96,-1,,0.568292855,2
TCMDC-131533,Cl.CC(Cc1ccc(OCCN2CCN(CC2)c2cccc(Cl)c2)cc1)NCC(O)c1cccc(Cl)c1,93,91,3,,1.207241393,48
TCMDC-131534,Cl.CC(Cc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1)NCC(O)c1cccc(c1)C(F)(F)F,97,98,-7,,0.892816356,51
TCMDC-131535,Br.COc1ccc2C(CCCc2c1)C(C)NCC(O)c1cccc(c1)C(F)(F)F,99,99,-3,,0.345002688,3
TCMDC-131536,Cl.Cc1cc(Nc2ccc(cc2)C(C)(C)C)c2[nH]ncc2n1,83,63,0,,1.155345461,31
TCMDC-131537,Cl.CC(Cc1ccc(cc1)C1=CCNCC1)NCC(O)c1cccc(c1)C(F)(F)F,89,-2,0,,1.570587802,27
TCMDC-131538,CC(CCCCC(=O)Nc1ccc(cc1)C(F)(F)F)NCC(O)c1cccc(Cl)c1,99,92,-8,,0.282030355,51
TCMDC-131539,CC1(C)C(=O)Nc2ccc3c(CC4SC(=O)NN=C34)c12,96,92,-1,,1.490049896,6
TCMDC-131540,CCOC(=O)c1c(O)c2sc3ccccc3c2nc1-c1ccccc1,97,65,-5,,0.374624892,2
TCMDC-131541,CCCCNc1c(C(=O)OCC)c(C)nc2c3ccccc3[nH]c12,100,58,3,,0.680079594,-3
TCMDC-131542,Cc1cnc(CS(=O)c2nc3cc(ccc3[nH]2)C(F)(F)F)cc1OCc1ccccc1,93,76,-2,,0.741916662,-7
TCMDC-131543,COc1ccc(CC(Cc2ccc(OC)cc2)NCC(O)c2cccc(Cl)c2)cc1,100,98,-4,,0.15544067,11
TCMDC-131544,CC(Cc1ccc(cc1)C(=O)OCCOC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1)NCC(O)c1cccc(c1)C(F)(F)F,98,86,-4,,0.820269805,10
TCMDC-131545,O.COC(=O)c1ccc(CC(C)NCC(O)c2ccc(cc2)C(O)CNC(C)Cc2ccc(cc2)C(=O)OC)cc1,88,13,1,,1.032953654,24
TCMDC-131546,Cl.CC(Cc1ccc(cc1)C(=O)OC(c1ccccc1)c1ccccc1)NCC(O)c1ccccc1,100,98,-3,,0.177842967,83
TCMDC-131547,O.C[C@H](Cc1ccc(OCCNC[C@H](O)c2cccc(Cl)c2)cc1)NC[C@H](O)c1ccc(Cl)c(Cl)c1,83,64,4,,0.957501522,69
TCMDC-131548,C[C@H](Cc1ccc(C[C@@H](C)NCC(O)c2cc(Cl)c(N)c(Cl)c2)cc1)NCC(O)c1cc(Cl)c(N)c(Cl)c1,98,50,-3,,0.893294702,26
TCMDC-131549,Cl.C[C@H](Cc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1)NC[C@H](O)COc1ccccc1,96,60,-2,,1.165694702,99
TCMDC-131550,Cl.C[C@H](Cc1ccc(OCCCCCCOc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1,99,99,3,,0.296292685,99
TCMDC-131551,Cl.C[C@H](Cc1ccc(CCc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1,95,92,2,,0.935090329,100
TCMDC-131552,Cl.C[C@H](Cc1ccc(OCCCCCCOc2ccccc2)cc1)NC[C@H](O)c1cccc(Cl)c1,93,99,7,,0.070422148,21
TCMDC-131553,Cl.CCCCN(CCCC)C(=N)c1cccc2CCCCc12,95,9,-2,,1.560207186,11
TCMDC-131554,Cl.CCCCCCOc1ccc(\C(N)=N/Cc2ccccc2)c2CCCCc12,96,35,-3,,1.268589199,62
TCMDC-131555,CC(C)CNc1c2CCCCc2nc2cnn(-c3c4CCCCc4nc4cn[nH]c34)c12,100,-2,-5,,0.794680398,7
TCMDC-131556,CCN(C1C(O)C(C)(C)Oc2ccc(cc12)C#N)C(=O)NC,96,2,-8,,0.30413271,3
TCMDC-131557,CC(C)CNc1cc(C)nc2c(n[nH]c12)-c1ccccc1,99,30,2,,0.743892043,9
TCMDC-131558,CC(C)(C)OC(=O)c1c(NC(=O)\C=C\c2ccc(O)c(O)c2)sc2CCCCc12,97,77,2,,0.81874198,4
TCMDC-131559,Br.CC1(C)NC(N)=NC(=N)N1OCCCO,96,-1,-2,,0.220883744,27
TCMDC-131560,Cl.C[C@H](Cc1ccc(Oc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1,100,96,-3,,0.560266511,99
TCMDC-131561,Cl.C[C@H](Cc1ccc(cc1)S(=O)(=O)c1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1)NC[C@H](O)c1cccc(Cl)c1,99,98,-9,,0.25806381,100
TCMDC-131562,COC(=O)Cn1c2ccccc2c2c(N)c(C(=O)OC)c(C)nc12,93,1,4,,0.938360578,0
TCMDC-131563,Cl.C[C@H](Cc1ccc(OCCCCCOc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1,99,101,-1,,0.190071152,99
TCMDC-131564,Cl.C[C@H](Cc1ccc(OCCCCCCOc2ccc(C[C@@H](C)N[C@H](C)c3ccccc3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1,99,98,-4,,0.241094657,99
TCMDC-131565,C[C@H](Cc1ccc(OCCCCOc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1,100,92,7,,0.7559026,68
TCMDC-131566,Cl.C[C@H](Cc1ccc(OCCCOc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1,99,92,0,,0.780136213,99
TCMDC-131567,Cl.C[C@H](Cc1ccc(OCCCCCCOc2ccccc2)cc1)NC[C@@H](O)c1cc(Br)no1,94,70,5,,0.883018996,21
TCMDC-131568,Cc1ccc2c(cc(C)nc2c1)-c1ccc(o1)N(=O)=O,95,47,3,,0.043696007,20
TCMDC-131569,Cl.C[C@H](Cc1ccc(OCCCCCCCOc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1,99,97,-6,,0.18946493,99
TCMDC-131570,FC(F)(F)C(=O)n1c(cc2ccccc12)-c1cc2ccccc2n1C(=O)C(F)(F)F,94,80,5,,0.87756167,30
TCMDC-131571,C[C@H](Cc1ccc(OCCCCCCOc2ccc(C[C@@H](C)NC(=O)[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1,99,99,-3,,0.381343853,39
TCMDC-131572,OC(=O)C(O)=O.CN1CCC(C1)c1nc(N)no1,95,2,0,,0.975078065,15
TCMDC-131573,CN(C1C(O)C(C)(C)Oc2ccc(cc12)C#N)C(=O)c1ccccc1,97,4,-3,,0.65396151,8
TCMDC-131574,COc1nc(N)ncc1C(=O)NC1CN2CCC1CC2,92,0,-1,,0.235401279,26
TCMDC-131575,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\c2ncc(o2)-c2cc(NC(C)=O)cs2)[C@H](O)[C@@H]1O,94,8,0,,0.178137531,1
TCMDC-131576,Cl.CC1(C)N=C(N)N=C(N)N1O,93,1,-5,,0.19247916,7
TCMDC-131577,Cl.CC1(C)NC(N)=NC(=N)N1OCc1cc(Cl)cc2COCOc12,95,64,-1,<,0.0032,65
TCMDC-131578,Cl.Cc1ccc(cc1)N1C(=N)N=C(N)NC1(C)C,96,20,0,,0.036586527,43
TCMDC-131579,CC(=O)NCC(=O)NC1=NC(=N)N(OCc2ccc3ccccc3c2)C(C)(C)N1,95,97,-1,<,0.0032,66
TCMDC-131580,CC1(C)N=C(NC(=O)c2ccc(cc2)N(=O)=O)N=C(N)N1OCc1ccc2ccccc2c1,95,78,-8,,0.007572151,64
TCMDC-131581,CC1(C)N=C(N)N=C(N)N1OCc1ccc2OCOc2c1,93,86,-3,,0.003682914,66
TCMDC-131582,CC1(C)N=C(NC(=O)Nc2ccc(cc2)N(=O)=O)N=C(N)N1OCc1cccc2ccccc12,97,21,-3,,0.059527408,35
TCMDC-131583,CCOc1ccccc1CON1C(N)=NC(N)=NC1(C)C,90,1,-2,,0.003714149,66
TCMDC-125513,CC1(C)N=C(N)N=C(N)N1OCc1ccc2ccccc2c1,94,97,-9,<,0.0032,65
TCMDC-131584,CC1(C)N=C(NC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)N=C(N)N1OCc1cccc2ccccc12,94,20,-6,,0.006837059,66
TCMDC-131585,Br.CC1(C)N=C(N)N=C(N)N1OCC1COc2ccccc2O1,96,66,-1,,0.034983681,56
TCMDC-131586,Cl.NC1=NC(N(OCc2ccccc2)C(N)=N1)c1ccccc1,96,21,-6,,0.04312041,5
TCMDC-131587,Cl.COc1ccc(CON2C(=N)N=C(N)NC2(C)C)cc1OC,96,97,1,,0.006057186,68
TCMDC-131588,Br.CC1CCC2(CC1)N=C(N)N=C(N)N2OCc1ccc(Br)c2ccccc12,96,40,-4,,0.215762544,46
TCMDC-131589,Cl.Cc1ccc(CON2C(N)=NC(N)=NC22CCCCC2)c2ccccc12,98,56,-8,,0.072565669,57
TCMDC-131590,CC1CCC2(CC1)N=C(N)N=C(N)N2OCc1cc2ccccc2c2ccccc12,97,41,-2,,0.2426991,27
TCMDC-131591,CC1(C)NC(N)=NC(=N)N1OCc1ccc(cc1)-c1ccccc1,95,97,-6,<,0.0032,64
TCMDC-131592,CCC1N=C(N)N=C(N)N1OCc1cccc2ccccc12,93,1,-4,<,0.0032,66
TCMDC-131593,CCC1N=C(N)N=C(N)N1OCc1ccc(Cl)c(Cl)c1,93,90,-4,,0.003349496,54
TCMDC-131594,CC(=O)NC1=NC(C)(C)N(OCc2ccc(Cl)c(Cl)c2)C(NC(C)=O)=N1,94,97,-5,<,0.0032,68
TCMDC-131595,CC1N=C(N)N=C(N)N1OCc1cccc2ccccc12,93,4,-2,<,0.0032,66
TCMDC-131596,CC(ON1C(N)=NC(N)=NC1(C)C)c1ccccc1,96,58,0,,0.010893869,65
TCMDC-131597,Br.CC1(C)NC(N)=NC(=N)N1OCCc1ccccc1,96,95,2,<,0.0032,70
TCMDC-123923,Br.CC1(C)N=C(N)N=C(N)N1OCC=Cc1ccccc1,94,96,-3,,0.004236233,62
TCMDC-131598,Cc1nc2ccc(cc2c(=O)n1OCc1ccccc1)N(=O)=O,98,-1,-2,,0.207762646,2
TCMDC-131599,O=C1N(C(=O)c2cc(ccc12)N(=O)=O)c1ccc2[nH]ncc2c1,87,-1,-1,,1.145850942,11
TCMDC-131600,CC1CCC2(CC1)NC(N)=NC(=N)N2OCCCCCCCCO,96,87,-4,,0.147092235,2
