Smiles,mol_name,cdk2_ic50,cdk2_inhib,scaffold,sourcepool,cdk_act_bin_1
C/12=N\CCCN2c3cc(C(F)(F)F)cc([N+]([O-])=O)c3Sc4ccccc14,mol_191,None,0.50,Scaffold_00,divscreen,0
C/12=N\CCN2C\C(=N/N1)c3ccc(F)c(c3)F,mol_192,None,18.20,Scaffold_00,divscreen,0
C/12=N\CCNC2CC(C#N)(c3ccc(cc3)OC)N(C1)Cc4ccccc4,mol_193,None,13.70,Scaffold_00,divscreen,0
C/12=N\N(C(=O)c3ccc(N)cc3)C(C2CCCC1)NNC(=O)c4ccc(N)cc4,mol_194,None,-23.10,Scaffold_09,divscreen,0
C/12=N\N(C)C(C2N3CCC1CC3)c4ccccc4Cl,mol_195,None,None,Scaffold_09,synscreen,50
C/12=N\N(C)C(c3ccc[o]3)C2N4CCC1CC4,mol_196,None,None,Scaffold_09,synscreen,50
C/12=N\N(\C3=N\CCCN3)C(c4ccc(F)cc4)C2N5CCC1CC5,mol_197,None,-14.48,Scaffold_09,synscreen,0
C/12=N\N(c3cccc(C)c3C)C(c4ccc[o]4)C2N5CCC1CC5,mol_198,None,0.38,Scaffold_09,synscreen,0
C/12=N\NC(c3ccc(c(c3)Br)OC)C2N4CCC1CC4,mol_199,None,15.80,Scaffold_09,divscreen,0
C/12=N\c3c(C(=O)N2C(=S)NN1)c4c([s]3)CN(CC4)Cc5ccccc5,mol_200,None,30.40,Scaffold_00,divscreen,50
C/12=N\c3c(C(=O)N2CCC1)c4ccc(Br)c(c4[s]3)OCCN(CC)CC,mol_201,None,6.40,Scaffold_00,divscreen,0
C/12=N\c3c(C(=O)N2CCCCC1)c4ccc(Br)c(c4[s]3)OCCN(CC)CC,mol_202,None,11.00,Scaffold_00,divscreen,0
C/12=N\c3c(C(=O)N2CCCCC1)c4ccc(c(O)c4[s]3)CN(CC)CC,mol_203,None,28.90,Scaffold_00,divscreen,0
C/12=N\c3c(c(C)c([s]3)C(=O)Nc4ccccc4)C(=O)N2CCc5c6cc(OC)ccc6[nH]c15,mol_204,None,19.70,Scaffold_00,divscreen,0
C/12=N\c3ccccc3C(=O)N2/N=C\N(C1=O)CCc4ccc(OC)c(c4)OC,mol_205,None,18.20,Scaffold_00,divscreen,0
C/12=N\c3ccccc3C(=O)N2C(N(C1C)CC)c4ccccc4OC,mol_206,None,5.80,Scaffold_00,divscreen,0
C/12=N\c3ccccc3C(=O)N2C(c4ccc(O)c(c4)O)N(C1C)c5ccc(OC)cc5OC,mol_207,None,15.00,Scaffold_00,divscreen,0
C/12=N\c3ccccc3C(=O)N2C(c4ccc(c(c4)O)OC)N(C1C)Cc5ccccc5,mol_208,None,-16.50,Scaffold_00,divscreen,0
C/12=N\c3ccccc3\C(N2CCOC1C)=N/OC(=O)c4ccc(C)cc4,mol_209,None,-1.90,Scaffold_00,divscreen,0
C/12=[N+](/C[C@H](CC)C(C1)CC(=O)OCC)CCc3c2cc(OC)c(c3)OC,mol_210,None,30.60,Scaffold_00,divscreen,50
C/1=C(O)/N(C(=S)/N=C\1C)CCCC,mol_211,None,25.20,Scaffold_00,divscreen,0
C/1\2=N/C(C)(C)/[N+]([O-])=C\1C(CCC/2=N/O)N3CCOCC3,mol_212,None,7.80,Scaffold_00,divscreen,0
C/C(=C/1CCO)/N=C(\NC1=O)N2C(CC(=N\2)/C(=O)O)c3ccccc3,mol_213,None,8.21,Scaffold_09,synscreen,0
C/C(=C/1CCO)/N=C(\NC1=O)N2C(c3ccccc3)C\C(=N/2)c4ccc(cc4)CC(=O)O,mol_214,None,16.41,Scaffold_09,synscreen,0
C/C(=C/1OC(=O)Cc2ccccc2)NC(=S)NC1c3cc(O)ccc3O,mol_215,None,0.90,Scaffold_00,divscreen,0
C/C(N1)=C(/C(=O)[n]2nc(C)cc12)CCCN3C(=O)c4ccccc4C3=O,mol_216,None,15.83,Scaffold_10,synscreen,0
C/C(N1)=C(/C(=O)[n]2nc(cc12)c3ccc[o]3)CCCN4C(=O)c5ccccc5C4=O,mol_217,None,22.83,Scaffold_10,synscreen,0
C/C(N1)=C(C(=O)c2ccc[o]2)/C(=O)[n](n3)c1c(c34)C(=O)NC(N4)=O,mol_218,None,33.85,Scaffold_10,synscreen,50
C/C(N1)=C(C(=O)c2ccc[s]2)/C(=O)[n]3nc(cc13)c4ccc[o]4,mol_219,None,None,Scaffold_10,synscreen,50
C/C(N1)=C(C(=O)c2ccc[s]2)/C(=O)[n]3nc(cc13)c4ccccc4,mol_220,None,None,Scaffold_10,synscreen,50
C/C(N1)=C(CCCC)/C(=O)[n]2nc(cc12)c3ccc[o]3,mol_221,None,10.00,Scaffold_10,simscreen,0
C/C(N1)=C(Cc2ccc(O)c(c2)OCC)/C(=O)[n]3ncc(c13)c4nc(c[s]4)c5ccc(Cl)cc5,mol_222,None,0.00,Scaffold_10,synscreen,0
C/C(N1)=C(c2ccccc2)/C(=O)[n]3nc(CC(=O)O)c(c13)C(N)=O,mol_223,None,None,Scaffold_10,synscreen,50
C/C(N1)=C(c2ccccc2)/C(=O)[n]3nc(cc13)c4ccc[o]4,mol_224,None,None,Scaffold_10,synscreen,50
C/C(N1)=C(c2ccccc2)/C(=O)[n]3nc(cc13)c4ccccc4,mol_225,None,None,Scaffold_10,synscreen,50
C/C(N1)=C(c2ccccc2)/C(=O)[n]3ncc(c13)c4ccc[s]4,mol_226,None,None,Scaffold_10,synscreen,50
C/C(N1)=C(c2ccccc2)/C(=O)[n]3ncc(c13)c4ccccc4,mol_227,None,None,Scaffold_10,synscreen,50
C/C(OCC)=C\c([n+]1CCC[S]([O-])(=O)=O)[s]c2ccccc12,mol_228,None,34.50,Scaffold_00,divscreen,50
C/C=C/c1cc(O)c(cc1)OCC,mol_229,None,9.40,Scaffold_00,divscreen,0
C/N=C(NCc(c1)cccc1)/c2ccc(cc2)Oc3ccc([N+]([O-])=O)cc3Cl,mol_230,None,8.10,Scaffold_00,divscreen,0
C1/2=C\C(=C)\C=C/C=C1/c3c(OC)c(OC)c(OC)cc3CCC2,mol_231,None,8.40,Scaffold_00,divscreen,0
C1/C=C\CC(C(=O)O)C1C(=O)NCc(ccc23)cc2OCO3,mol_232,None,24.90,Scaffold_00,divscreen,0
C1/C=C\[C@@H](C(=O)O)N1C(=O)OCC(c2ccccc23)c4ccccc34,mol_233,None,31.60,Scaffold_00,divscreen,50
C12/C=C(N)\N=C(/N2/N=C\N1)SCC(=O)O,mol_234,None,17.40,Scaffold_00,divscreen,0
C12/C=C\C(C1)C(C(=O)O)C2C(=O)Nc3c(c(C(F)(F)F)n[n]3C)c4ccccc4,mol_235,None,28.00,Scaffold_08,simscreen,0
C12/C=C\C(C1)[C@H]([C@H]2C(=O)O)C(=O)Nc3ccccc3F,mol_236,None,8.00,Scaffold_00,divscreen,0
C12/C=C\C(C2)[C@H](C(=O)O)[C@@H]1C(=O)Nc3ccc(cc3)C(=O)OC,mol_237,None,9.00,Scaffold_00,divscreen,0
C12/C=C\C(C2)[C@H](C(=O)O)[C@@H]1C(=O)Nc3ccccc3C(=O)OC,mol_238,None,7.90,Scaffold_00,divscreen,0
C12/C=C\C(C2)[C@H](C(=O)O)[C@@H]1C(=O)Nc3nc4ccccc4[s]3,mol_239,None,15.70,Scaffold_00,divscreen,0
C12/C=C\C(C2)[C@H](C(=O)O)[C@@H]1C(=O)Nc3ncc[s]3,mol_240,None,12.00,Scaffold_00,divscreen,0
C12/C=C\C(Nc3ccccc3C(=O)O)=C/N1C(=O)c4ccccc4N2,mol_241,None,9.50,Scaffold_00,divscreen,0
C12/C=C\C(OC)=C/C1\C(N)=[c]3\ccc(Cl)c\[c]3=N\2,mol_242,None,12.20,Scaffold_00,divscreen,0
C123C(/C=C\[C@H](C1)OC)=C\CN3CCc4cc(c(cc24)OC)O[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@H](O5)CO,mol_243,None,17.90,Scaffold_00,divscreen,0
C12=C(C(=O)Nc3c(C)n[n](C)c3C)CNN1C(=O)/C=C(N2)/c4cccc(c4)C(F)(F)F,mol_244,None,11.02,Scaffold_10,synscreen,0
C12=C(C(=O)Nc3c(C)n[n](C)c3C)CNN1C(=O)/C=C(N2)/c4cncc(c4)Br,mol_245,None,27.31,Scaffold_10,synscreen,0
C12=C(C(=O)Nc3c(C)n[n](C)c3C)CNN2C(=O)/C(=C(N1)/c4ccccc4)Sc5ccc(cc5)[N+]([O-])=O,mol_246,None,36.41,Scaffold_10,synscreen,50
C12=C(C(=O)Nc3c(C)n[n](C)c3C)CNN2C(=O)/C=C(N1)/c4ccc(Cl)c(c4)[N+]([O-])=O,mol_247,None,14.18,Scaffold_10,synscreen,0
C12=C(C(=O)Nc3c(C)n[n](C)c3C)CNN2C(=O)/C=C(N1)/c4cccc(c4)[N+]([O-])=O,mol_248,None,27.97,Scaffold_10,synscreen,0
C12=C(C(=O)OCC)CNN1C(=O)/C=C(N2)/c3c(F)cc(F)c(c3)F,mol_249,None,8.12,Scaffold_10,synscreen,0
C12=C(C(=O)OCC)CNN1C(=O)/C=C(N2)/c3cncc(c3)Br,mol_250,None,21.91,Scaffold_10,synscreen,0
C12=C(C(=O)OCC)CNN2C(=O)/C=C(N1)/c3ccc(Cl)c(c3)[N+]([O-])=O,mol_251,None,6.36,Scaffold_10,synscreen,0
C12=C(C(=O)OCC)CNN2C(=O)/C=C(N1)/c3cccc(c3)C(F)(F)F,mol_252,None,1.79,Scaffold_10,synscreen,0
C12=C(C(=O)OCC)CNN2C(=O)/C=C(N1)/c3cccc(c3)[N+]([O-])=O,mol_253,None,16.99,Scaffold_10,synscreen,0
C12=C(C(=O)OCC)CNN2C(=O)\C(=C(N1)\c3ccccc3)Sc4ccc(cc4)[N+]([O-])=O,mol_254,None,12.37,Scaffold_10,synscreen,0
C12=C([S](=O)(=O)C(C)C)C(SC)NN1C(=O)/C=C(N2)/c3cccc(c3)C(F)(F)F,mol_255,None,12.44,Scaffold_10,synscreen,0
C12=C([S](=O)(=O)C(C)C)C(SC)NN1C(=O)/C=C(N2)/c3cncc(c3)Br,mol_256,None,17.90,Scaffold_10,synscreen,0
C12=C([S](=O)(=O)C(C)C)C(SC)NN2C(=O)/C=C(N1)/c3c(F)cc(F)c(c3)F,mol_257,None,20.67,Scaffold_10,synscreen,0
C12=C([S](=O)(=O)C(C)C)C(SC)NN2C(=O)/C=C(N1)/c3ccc(Cl)c(c3)[N+]([O-])=O,mol_258,None,3.66,Scaffold_10,synscreen,0
C12=C([S](=O)(=O)C(C)C)C(SC)NN2C(=O)/C=C(N1)/c3cccc(c3)[N+]([O-])=O,mol_259,None,5.19,Scaffold_10,synscreen,0
C12=C([S](=O)(=O)C(C)C)C(SC)NN2C(=O)\C(=C(N1)\c3ccccc3)Sc4ccc(cc4)[N+]([O-])=O,mol_260,None,15.00,Scaffold_10,synscreen,0
C12=C([S](=O)(=O)C(C)C)C(SC)NN2C(=O)\C3=C(N1)\CN(CC3)Cc4ccccc4,mol_261,None,11.98,Scaffold_10,synscreen,0
C12=C(c3nc(c[s]3)c4ccc(Cl)cc4)CNN2C(=O)\C5=C(N1)\CN(CC5)Cc6ccccc6,mol_262,None,31.60,Scaffold_10,synscreen,50
C12=CC(c3ccc(Cl)cc3)NN1C(=O)/C=C(N2)/c4cc(Br)cnc4,mol_263,None,27.62,Scaffold_10,synscreen,0
C12=CC(c3ccc(Cl)cc3)NN1C(=O)/C=C(N2)/c4cccc(c4)C(F)(F)F,mol_264,None,29.43,Scaffold_10,synscreen,0
C12=CC(c3ccc(Cl)cc3)NN2C(=O)/C=C(N1)/c4ccc(Cl)c(c4)[N+]([O-])=O,mol_265,None,16.55,Scaffold_10,synscreen,0
C12=CC(c3ccc(Cl)cc3)NN2C(=O)/C=C(N1)/c4cccc(c4)[N+]([O-])=O,mol_266,None,24.09,Scaffold_10,synscreen,0
C12=CC(c3ccc(Cl)cc3)NN2C(=O)\C4=C(N1)\CN(CC4)Cc5ccccc5,mol_267,None,5.51,Scaffold_10,synscreen,0
C12=CC(c3ccc[o]3)NN1C(=O)/C(=C(N2)/c4ccccc4)Sc5ccc(cc5)[N+]([O-])=O,mol_268,None,24.71,Scaffold_10,synscreen,0
C12=CC(c3ccc[o]3)NN1C(=O)/C=C(N2)/c4ccc(Cl)c(c4)[N+]([O-])=O,mol_269,None,33.02,Scaffold_10,synscreen,50
C12=CC(c3ccc[o]3)NN1C(=O)/C=C(N2)/c4cccc(c4)C(F)(F)F,mol_270,None,34.88,Scaffold_10,synscreen,50
C12=CC(c3ccc[o]3)NN1C(=O)/C=C(N2)/c4cccc(c4)[N+]([O-])=O,mol_271,None,45.53,Scaffold_10,synscreen,50
C12=CC(c3ccc[o]3)NN2C(=O)/C=C(N1)/c4c(F)cc(F)c(c4)F,mol_272,None,41.25,Scaffold_10,synscreen,50
C12=CC(c3ccc[o]3)NN2C(=O)/C=C(N1)/c4cncc(c4)Br,mol_273,None,42.58,Scaffold_10,synscreen,50
C12=NC(N)NN1C(=O)/C(=C(N2)/c3ccccc3)Sc4ccc(cc4)[N+]([O-])=O,mol_274,None,17.26,Scaffold_10,synscreen,0
C12=NC(N)NN1C(=O)/C=C(N2)/c3ccc(Cl)c(c3)[N+]([O-])=O,mol_275,None,24.01,Scaffold_10,synscreen,0
C12=NC(N)NN1C(=O)/C=C(N2)/c3cccc(c3)C(F)(F)F,mol_276,None,11.60,Scaffold_10,synscreen,0
C12=NC(N)NN1C(=O)/C=C(N2)/c3cncc(c3)Br,mol_277,None,16.27,Scaffold_10,synscreen,0
C12=NC(N)NN1C(=O)C(/C#N)=C(N2)/c3ccc(N)cc3,mol_278,None,23.41,Scaffold_10,synscreen,0
C12=NC(N)NN2C(=O)/C=C(N1)/c3cccc(c3)[N+]([O-])=O,mol_279,None,31.91,Scaffold_10,synscreen,50
C12C(=O)N(C(=O)C1C3/C=C\C2C3)c4c(c(C(F)(F)F)n[n]4C)c5ccccc5,mol_280,None,21.00,Scaffold_08,simscreen,0
C12C(=O)N(C(=O)C1[C@H]3/C=C\[C@@H]2C3)c4ccc(cc4)Cc5ccc(N)cc5,mol_281,None,21.60,Scaffold_00,divscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(CC(=O)OC)NC2c3cc(OC(F)(F)F)ccc3O,mol_282,None,17.01,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(CC(=O)OC)NC2c3ccc(C#N)cc3,mol_283,None,3.06,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c3c[o]cc3,mol_284,None,17.92,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c3ccc(C#N)cc3,mol_285,None,18.16,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c3ccc(Cl)c(c3)[N+]([O-])=O,mol_286,None,29.62,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c3ccc([o]3)c4cccc(c4)C(F)(F)F,mol_287,None,22.90,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c3ccc4c(c3)OCO4,mol_288,None,7.94,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c3ccc[o]3,mol_289,None,17.17,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c3cccc4ccccc34,mol_290,None,16.94,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3c[nH]c4ccccc34)NC2c5ccc([o]5)c6cccc(c6)C(F)(F)F,mol_291,None,15.16,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3c[nH]c4ccccc34)NC2c5cccc(c5)Oc6ccccc6,mol_292,None,36.11,Scaffold_16,synscreen,50
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3ccccc3)NC2c4cc5ccccc5nc4,mol_293,None,13.08,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3ccccc3)NC2c4ccc(C#N)cc4,mol_294,None,12.93,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3ccccc3)NC2c4ccc(Cl)c(c4)[N+]([O-])=O,mol_295,None,13.31,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3ccccc3)NC2c4ccc([o]4)c5cccc(c5)C(F)(F)F,mol_296,None,12.86,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3ccccc3)NC2c4ccc5c(c4)OCO5,mol_297,None,8.52,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3ccccc3)NC2c4ccc5ccccc5n4,mol_298,None,29.64,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3ccccc3)NC2c4cccc(c4)Oc5ccccc5,mol_299,None,35.89,Scaffold_16,synscreen,50
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3ccccc3)NC2c4cccc5ccccc45,mol_300,None,26.47,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(Cc3ccccc3)NC2c4cccnc4,mol_301,None,17.57,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(NC2c3cc(OC(F)(F)F)ccc3O)Cc4c[nH]c5ccccc45,mol_302,None,32.16,Scaffold_16,synscreen,50
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(NC2c3ccc(C#N)cc3)Cc4c[nH]c5ccccc45,mol_303,None,15.12,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(C(=O)OC)(NC2c3cccnc3)Cc4c[nH]c5ccccc45,mol_304,None,26.66,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3c[o]cc3)NC2(C(=O)OC)CC(=O)OC,mol_305,None,13.06,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3c[o]cc3)NC2(C(=O)OC)Cc4c[nH]c5ccccc45,mol_306,None,0.29,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3cc(O)ccc3O)NC2(C(=O)OC)Cc4c[nH]c5ccccc45,mol_307,None,22.99,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3cc(O)ccc3O)NC2(C(=O)OC)Cc4ccccc4,mol_308,None,30.60,Scaffold_16,synscreen,50
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3cc(OC(F)(F)F)ccc3O)NC2(C(=O)OC)CCCNC(=N)N,mol_309,None,1.47,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3cc(OC(F)(F)F)ccc3O)NC2(C(=O)OC)Cc4ccccc4,mol_310,None,29.02,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3cc4ccccc4nc3)NC2(C(=O)OC)Cc5c[nH]c6ccccc56,mol_311,None,15.86,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3cc[o]c3)NC2(C(=O)OC)Cc4ccccc4,mol_312,None,20.78,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3ccc(Cl)c(c3)[N+]([O-])=O)NC2(C(=O)OC)Cc4c[nH]c5ccccc45,mol_313,None,19.65,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3ccc4c(c3)OCO4)NC2(C(=O)OC)Cc5c6ccccc6[nH]c5,mol_314,None,5.37,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3ccc4ccccc4n3)NC2(C(=O)OC)Cc5c[nH]c6ccccc56,mol_315,None,21.34,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3ccc[o]3)NC2(C(=O)OC)CC(=O)OC,mol_316,None,13.12,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3ccc[o]3)NC2(C(=O)OC)Cc4c[nH]c5ccccc45,mol_317,None,16.87,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3ccc[o]3)NC2(C(=O)OC)Cc4ccccc4,mol_318,None,27.20,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C(c3cccc4ccccc34)NC2(C(=O)OC)Cc5c6ccccc6[nH]c5,mol_319,None,18.62,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C1C3c4ccccc4C2c5ccccc35,mol_320,None,33.00,Scaffold_00,divscreen,50
C12C(=O)N(CCC(=O)O)C(=O)C2C(C(=O)OC)(CCCNC(=N)N)NC1c3cc4ccccc4nc3,mol_321,None,17.42,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C2C(C(=O)OC)(CCCNC(=N)N)NC1c3ccc4ccccc4n3,mol_322,None,11.77,Scaffold_16,synscreen,0
C12C(=O)N(CCC(=O)O)C(=O)C2C(NC1(C(=O)OC)CCCNC(=N)N)c3cccc(c3)Oc4ccccc4,mol_323,None,12.49,Scaffold_16,synscreen,0
C12C(=O)N(CNc3ccc(cc3)OC)C(=O)C1C4c5ccccc5C2c6ccccc46,mol_324,None,-6.10,Scaffold_00,divscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(CC(=O)OC)NC2c4ccc(C#N)cc4,mol_325,None,12.14,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(CC(=O)OC)NC2c4cccc(c4)Oc5ccccc5,mol_326,None,15.83,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c4cc5ccccc5nc4,mol_327,None,26.53,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c4cc[o]c4,mol_328,None,14.83,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c4ccc5ccccc5n4,mol_329,None,7.67,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c4ccc[o]4,mol_330,None,13.61,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(CCCNC(=N)N)NC2c4cccnc4,mol_331,None,17.34,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4c5ccccc5[nH]c4)NC2c6cccc(c6)Oc7ccccc7,mol_332,None,18.55,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4c[nH]c5ccccc45)NC2c6cc7ccccc7nc6,mol_333,None,11.21,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4c[nH]c5ccccc45)NC2c6ccc7ccccc7n6,mol_334,None,11.17,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4ccccc4)NC2c5c[o]cc5,mol_335,None,19.29,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4ccccc4)NC2c5cc(OC(F)(F)F)ccc5O,mol_336,None,0.00,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4ccccc4)NC2c5cc6ccccc6nc5,mol_337,None,7.00,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4ccccc4)NC2c5ccc6c(c5)OCO6,mol_338,None,9.57,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4ccccc4)NC2c5ccc6ccccc6n5,mol_339,None,15.02,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4ccccc4)NC2c5ccc[o]5,mol_340,None,10.45,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4ccccc4)NC2c5cccc(c5)Oc6ccccc6,mol_341,None,0.29,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(Cc4ccccc4)NC2c5cccnc5,mol_342,None,15.87,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(NC2c4cc(OC(F)(F)F)ccc4O)Cc5c[nH]c6ccccc56,mol_343,None,23.69,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(NC2c4cc[o]c4)Cc5c6ccccc6[nH]c5,mol_344,None,31.67,Scaffold_16,synscreen,50
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(NC2c4ccc(C#N)cc4)Cc5c[nH]c6ccccc56,mol_345,None,18.04,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(NC2c4ccc(Cl)c(c4)[N+]([O-])=O)Cc5c6ccccc6[nH]c5,mol_346,None,7.97,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(NC2c4ccc[o]4)Cc5c6ccccc6[nH]c5,mol_347,None,20.65,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(C(=O)OC)(NC2c4cccnc4)Cc5c6ccccc6[nH]c5,mol_348,None,17.76,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(NC2(C(=O)OC)CC(=O)OC)c4cc(OC(F)(F)F)ccc4O,mol_349,None,19.01,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(NC2(C(=O)OC)CCCNC(=N)N)c4ccc([o]4)c5cccc(c5)C(F)(F)F,mol_350,None,27.16,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(NC2(C(=O)OC)Cc4ccccc4)c5ccc([o]5)c6cccc(c6)C(F)(F)F,mol_351,None,8.46,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(NC2(C(=O)OC)Cc4ccccc4)c5cccc6ccccc56,mol_352,None,18.06,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(c4cc(O)ccc4O)NC2(C(=O)OC)Cc5c6ccccc6[nH]c5,mol_353,None,9.78,Scaffold_16,synscreen,0
C12C(=O)N(Cc3ccccc3)C(=O)C1C(c4cc(O)ccc4O)NC2(C(=O)OC)Cc5ccccc5,mol_354,None,0.00,Scaffold_16,synscreen,0
